;index;date;couleur des yeux;age;exp;salaire;sexe;diplome;métier;note;dispo;embauche;ville d'origine
17974;17974;25/05/2012;Bleu;44.0;13.0;39500.0;M;licence;Data Engineer;72.31;oui;0;9
17975;17975;18/12/2011;Hazel;35.0;9.0;29891.0;M;master;Data Scientist;97.55;oui;0;7
17976;17976;27/02/2011;Bleu;35.0;6.0;42638.0;F;bac;Data Analyst;78.82;non;0;10
17977;17977;01/03/2013;Hazel;42.0;6.0;32540.0;F;licence;Data Scientist;87.87;non;0;11
17978;17978;22/03/2013;Marron;35.0;12.0;36033.0;F;master;Data Engineer;99.18;oui;0;13
17979;17979;22/04/2010;Hazel;26.0;9.0;30041.0;F;licence;Data Analyst;90.43;non;0;9
17980;17980;14/09/2013;Marron;45.0;13.0;32434.0;F;master;Data Analyst;100.13;non;0;6
17981;17981;03/07/2011;Marron;31.0;4.0;33330.0;F;master;Data Engineer;88.51;non;0;6
17982;17982;04/07/2014;Bleu;18.0;13.0;27077.0;F;master;Data Scientist;108.2;non;0;7
17983;17983;31/12/2012;Hazel;40.0;11.0;42304.0;;licence;Data Scientist;42.37;non;0;5
17984;17984;27/10/2012;Vert;34.0;8.0;33595.0;M;bac;Data Scientist;65.15;non;0;12
17985;17985;14/04/2010;Marron;40.0;16.0;36901.0;M;doctorat;Data Scientist;90.99;oui;0;12
17986;17986;05/09/2014;Hazel;48.0;9.0;37521.0;M;master;Data Scientist;70.5;oui;1;13
17987;17987;25/07/2011;Marron;26.0;7.0;31018.0;F;master;Data Analyst;57.01;non;1;9
17988;17988;21/06/2014;Marron;31.0;13.0;30761.0;F;master;Data Engineer;42.22;non;1;15
17989;17989;01/04/2010;Hazel;42.0;12.0;26200.0;M;licence;Data Scientist;81.96;non;0;6
17990;17990;09/03/2011;Bleu;40.0;8.0;30013.0;F;master;Data Analyst;90.41;oui;0;5
17991;17991;26/03/2012;Bleu;46.0;7.0;31567.0;M;licence;Data Analyst;59.6;non;0;10
17992;17992;14/11/2013;Marron;8.0;9.0;33328.0;F;master;Data Analyst;88.78;oui;0;6
17993;17993;07/08/2010;Vert;47.0;9.0;31644.0;M;bac;Data Scientist;60.64;non;0;9
17994;17994;27/06/2011;Marron;42.0;13.0;37723.0;F;master;Data Engineer;89.96;oui;0;8
17995;17995;24/07/2013;Hazel;35.0;8.0;27127.0;F;master;Data Scientist;91.89;non;0;6
17996;17996;09/10/2012;Marron;33.0;11.0;39990.0;F;licence;Data Steward;79.84;non;0;8
17997;17997;03/09/2014;Bleu;38.0;11.0;33201.0;M;licence;Data Steward;87.53;;1;7
17998;17998;16/05/2012;Marron;26.0;11.0;35132.0;F;doctorat;Data Steward;90.31;oui;0;10
17999;17999;21/12/2010;Bleu;59.0;10.0;40593.0;F;licence;Data Engineer;68.15;oui;0;5
18000;18000;31/12/2011;Marron;23.0;15.0;41155.0;M;licence;Data Analyst;41.37;non;0;3
18001;18001;06/08/2014;Marron;32.0;9.0;47668.0;M;licence;Data Scientist;46.83;non;0;7
18002;18002;11/07/2012;Marron;51.0;12.0;33754.0;M;master;Data Scientist;74.13;non;0;2
18003;18003;20/07/2011;Bleu;54.0;9.0;19484.0;M;master;Data Scientist;94.04;non;0;1
18004;18004;07/11/2011;Bleu;34.0;14.0;31730.0;F;licence;Data Engineer;79.57;non;0;3
18005;18005;01/04/2012;Marron;55.0;12.0;39009.0;M;licence;Data Analyst;57.66;non;0;7
18006;18006;16/06/2013;Marron;24.0;11.0;42404.0;M;master;Data Engineer;71.91;oui;0;13
18007;18007;12/06/2012;Hazel;35.0;6.0;37464.0;M;master;Data Scientist;73.77;non;0;7
18008;18008;31/03/2010;Hazel;27.0;6.0;35408.0;M;master;Data Scientist;90.14;oui;0;2
18009;18009;02/02/2010;Hazel;35.0;10.0;28531.0;M;licence;Data Scientist;52.91;non;0;14
18010;18010;12/01/2014;Hazel;42.0;12.0;40135.0;M;master;Data Analyst;72.68;oui;0;9
18011;18011;23/11/2011;Hazel;46.0;12.0;33005.0;F;bac;Data Steward;74.27;non;1;15
18012;18012;17/06/2010;Bleu;43.0;8.0;36169.0;M;licence;Data Engineer;92.1;oui;1;2
18013;18013;05/11/2011;Bleu;37.0;10.0;32580.0;M;licence;Data Scientist;65.51;non;0;9
18014;18014;18/04/2011;Vert;41.0;7.0;32333.0;M;licence;Data Scientist;92.37;non;0;8
18015;18015;08/04/2013;Bleu;35.0;7.0;33441.0;F;licence;Data Analyst;95.97;non;0;8
18016;18016;29/07/2011;Marron;38.0;16.0;38771.0;F;master;Data Engineer;45.25;non;1;6
18017;18017;21/04/2013;Vert;22.0;9.0;31230.0;M;licence;Data Engineer;52.73;non;0;1
18018;18018;11/12/2013;Bleu;39.0;11.0;28577.0;F;licence;Data Analyst;75.87;non;0;4
18019;18019;28/02/2013;Marron;45.0;11.0;45035.0;M;doctorat;Data Engineer;82.44;oui;0;15
18020;18020;01/06/2012;Bleu;66.0;9.0;35858.0;M;licence;Data Scientist;74.85;non;0;1
18021;18021;20/06/2010;Hazel;39.0;9.0;38805.0;M;licence;Data Scientist;55.88;non;0;15
18022;18022;25/05/2011;Marron;38.0;9.0;33046.0;F;master;Data Analyst;54.16;non;0;14
18023;18023;15/08/2011;Hazel;29.0;7.0;32520.0;F;licence;Data Scientist;62.73;non;1;8
18024;18024;28/03/2010;Hazel;30.0;10.0;36934.0;F;master;Data Engineer;70.47;oui;0;13
18025;18025;08/10/2012;Vert;37.0;12.0;23804.0;M;licence;Data Scientist;62.15;non;0;5
18026;18026;18/08/2012;Bleu;24.0;14.0;35444.0;M;licence;Data Scientist;78.05;non;0;10
18027;18027;07/02/2011;Marron;41.0;3.0;28903.0;F;master;Data Scientist;79.44;non;0;3
18028;18028;18/05/2012;Bleu;33.0;10.0;35289.0;M;licence;Data Scientist;86.83;non;0;7
18029;18029;07/08/2014;Hazel;34.0;13.0;38949.0;F;licence;Data Engineer;77.15;oui;0;1
18030;18030;14/05/2013;Hazel;60.0;11.0;35259.0;M;doctorat;Data Scientist;76.38;oui;1;8
18031;18031;16/12/2010;Marron;48.0;6.0;36077.0;F;master;Data Steward;69.13;oui;0;12
18032;18032;12/04/2010;Marron;39.0;8.0;29506.0;F;master;Data Scientist;85.79;non;0;9
18033;18033;25/04/2013;Hazel;34.0;9.0;35216.0;F;bac;Data Scientist;60.86;non;0;10
18034;18034;08/02/2012;Marron;33.0;9.0;37076.0;F;master;Data Analyst;81.26;non;0;6
18035;18035;11/07/2011;Hazel;45.0;7.0;37183.0;M;licence;Data Scientist;70.18;non;0;2
18036;18036;20/03/2012;Bleu;55.0;12.0;34158.0;F;licence;Data Analyst;88.15;non;0;10
18037;18037;26/01/2010;Bleu;28.0;12.0;32724.0;M;licence;Data Scientist;87.04;non;0;7
18038;18038;29/03/2013;Marron;43.0;8.0;38544.0;F;master;Data Analyst;65.81;non;0;10
18039;18039;07/06/2012;Bleu;35.0;10.0;30410.0;M;licence;Data Scientist;80.76;non;0;13
18040;18040;18/02/2013;Marron;58.0;13.0;25467.0;M;doctorat;Data Scientist;93.28;oui;0;1
18041;18041;11/04/2014;Hazel;40.0;9.0;43832.0;M;licence;Data Scientist;67.37;non;0;2
18042;18042;27/05/2013;Vert;47.0;9.0;36599.0;M;licence;Data Analyst;73.79;oui;0;3
18043;18043;31/08/2012;Marron;26.0;12.0;32509.0;F;doctorat;Data Engineer;72.54;oui;0;9
18044;18044;09/01/2014;Hazel;42.0;9.0;26915.0;M;master;Data Scientist;83.34;non;0;12
18045;18045;17/12/2012;Bleu;27.0;10.0;31069.0;M;doctorat;Data Analyst;81.07;oui;0;5
18046;18046;30/10/2010;Marron;38.0;10.0;33865.0;M;doctorat;Data Analyst;86.13;oui;0;1
18047;18047;20/07/2011;Hazel;23.0;6.0;36357.0;F;master;Data Engineer;70.02;oui;0;8
18048;18048;31/05/2010;Hazel;27.0;7.0;31873.0;M;master;Data Analyst;74.14;non;0;1
18049;18049;20/09/2014;Bleu;26.0;9.0;36521.0;M;licence;Data Scientist;70.96;non;0;7
18050;18050;04/02/2011;Hazel;38.0;7.0;35214.0;M;licence;Data Scientist;67.77;non;1;12
18051;18051;31/10/2011;Bleu;22.0;10.0;39605.0;F;bac;Data Engineer;42.99;non;1;6
18052;18052;17/08/2013;Bleu;37.0;9.0;39414.0;M;licence;Data Scientist;88.01;oui;0;7
18053;18053;02/08/2013;Marron;35.0;8.0;33818.0;F;master;Data Scientist;90.61;non;0;2
18054;18054;20/10/2013;Hazel;37.0;4.0;31576.0;M;master;Data Scientist;76.32;non;0;5
18055;18055;14/01/2014;Hazel;35.0;10.0;36844.0;M;master;Data Analyst;71.59;oui;0;14
18056;18056;21/03/2011;Bleu;35.0;11.0;29893.0;F;licence;Data Analyst;88.6;non;0;11
18057;18057;24/01/2012;Marron;36.0;6.0;40860.0;M;master;Data Scientist;89.7;oui;0;6
18058;18058;03/11/2013;Bleu;31.0;9.0;30965.0;M;master;Data Scientist;60.14;non;0;5
18059;18059;20/01/2013;Hazel;36.0;9.0;37220.0;M;master;Data Scientist;67.67;non;0;11
18060;18060;16/04/2011;Bleu;34.0;12.0;35554.0;M;bac;Data Scientist;59.29;non;0;4
18061;18061;17/02/2012;Vert;31.0;10.0;31091.0;F;licence;Data Engineer;77.82;non;0;2
18062;18062;05/02/2010;Marron;31.0;10.0;35323.0;M;doctorat;Data Engineer;89.2;oui;0;15
18063;18063;27/08/2011;Marron;30.0;7.0;41744.0;F;master;Data Analyst;65.28;non;0;10
18064;18064;05/05/2013;Marron;36.0;3.0;39297.0;F;bac;Data Steward;45.24;non;1;10
18065;18065;15/11/2012;Marron;17.0;4.0;25146.0;F;doctorat;Data Analyst;89.81;non;0;6
18066;18066;29/09/2010;Bleu;22.0;9.0;24510.0;M;master;Data Scientist;70.07;non;0;4
18067;18067;29/03/2011;Marron;40.0;9.0;39508.0;F;master;Data Analyst;97.49;oui;1;2
18068;18068;26/07/2011;Marron;43.0;15.0;29712.0;F;doctorat;Data Steward;87.97;oui;0;8
18069;18069;19/04/2013;Marron;35.0;8.0;34058.0;F;master;Data Steward;108.74;oui;0;2
18070;18070;01/10/2011;Bleu;51.0;6.0;39415.0;M;licence;Data Analyst;58.77;non;0;12
18071;18071;25/04/2012;Hazel;23.0;7.0;39738.0;M;bac;Data Scientist;46.57;non;0;14
18072;18072;29/05/2011;Hazel;57.0;7.0;39416.0;M;licence;Data Scientist;61.18;non;1;4
18073;18073;18/10/2012;Marron;28.0;14.0;31509.0;M;doctorat;Data Analyst;41.51;non;1;13
18074;18074;07/11/2013;Hazel;36.0;11.0;35824.0;M;licence;Data Scientist;74.71;non;0;6
18075;18075;11/01/2012;Marron;44.0;10.0;36779.0;F;master;Data Steward;105.48;oui;0;1
18076;18076;10/10/2012;Bleu;32.0;17.0;33000.0;M;master;Data Scientist;77.43;non;1;15
18077;18077;19/01/2010;Hazel;33.0;19.0;41437.0;M;master;Data Analyst;70.9;oui;0;9
18078;18078;24/04/2010;Marron;33.0;9.0;35352.0;F;master;Data Steward;71.27;oui;0;11
18079;18079;21/08/2010;Hazel;35.0;10.0;28393.0;F;licence;Data Scientist;89.61;non;0;4
18080;18080;01/07/2011;Bleu;34.0;11.0;35308.0;M;licence;Data Scientist;71.96;non;0;9
18081;18081;24/02/2011;Marron;31.0;9.0;45151.0;;master;Data Scientist;51.02;oui;0;8
18082;18082;21/05/2011;Bleu;43.0;5.0;41701.0;M;licence;Data Engineer;63.71;oui;0;10
18083;18083;22/11/2014;Hazel;39.0;5.0;32467.0;F;master;Data Analyst;102.27;non;0;2
18084;18084;14/08/2011;Marron;36.0;10.0;31740.0;F;master;Data Analyst;55.48;non;1;6
18085;18085;06/09/2011;Hazel;41.0;11.0;40857.0;M;licence;Data Scientist;49.93;non;0;6
18086;18086;28/03/2012;Hazel;35.0;6.0;30463.0;F;master;Data Engineer;88.97;non;0;7
18087;18087;11/03/2010;Bleu;31.0;11.0;38741.0;F;master;Data Scientist;76.49;oui;1;10
18088;18088;14/10/2013;Marron;41.0;11.0;36795.0;M;master;Data Scientist;65.68;oui;0;9
18089;18089;13/12/2013;Marron;40.0;6.0;30302.0;F;doctorat;Data Analyst;108.75;oui;0;3
18090;18090;29/11/2011;Hazel;31.0;14.0;38925.0;F;bac;Data Scientist;36.56;non;0;3
18091;18091;04/02/2014;Hazel;35.0;10.0;41001.0;F;master;Data Steward;74.56;oui;0;2
18092;18092;19/05/2011;Bleu;42.0;8.0;36810.0;M;licence;Data Scientist;63.66;non;0;14
18093;18093;11/10/2013;Marron;44.0;1.0;28055.0;M;master;Data Scientist;74.04;non;0;15
18094;18094;08/11/2010;Hazel;38.0;11.0;31215.0;F;master;Data Analyst;105.03;oui;0;10
18095;18095;13/09/2013;Marron;39.0;10.0;35342.0;M;doctorat;Data Scientist;80.04;oui;0;3
18096;18096;26/03/2014;Bleu;32.0;5.0;38023.0;M;bac;Data Scientist;49.22;non;0;3
18097;18097;16/01/2012;Bleu;24.0;7.0;44368.0;M;bac;Data Engineer;66.61;non;0;5
18098;18098;03/03/2014;Hazel;26.0;7.0;39474.0;M;doctorat;Data Engineer;82.82;oui;0;14
18099;18099;07/12/2013;Hazel;20.0;8.0;39013.0;M;licence;Data Scientist;59.05;non;0;13
18100;18100;14/11/2011;Hazel;46.0;10.0;29570.0;F;doctorat;Data Engineer;102.05;oui;0;6
18101;18101;05/04/2012;Hazel;28.0;8.0;41480.0;M;master;Data Analyst;70.26;oui;0;6
18102;18102;;Bleu;61.0;8.0;38660.0;M;doctorat;Data Scientist;95.87;oui;1;13
18103;18103;30/10/2011;Bleu;41.0;11.0;37196.0;M;bac;Data Scientist;62.11;non;0;8
18104;18104;09/07/2013;Marron;35.0;12.0;33807.0;M;master;Data Scientist;64.38;non;0;15
18105;18105;04/11/2012;Hazel;37.0;10.0;36525.0;M;master;Data Scientist;76.66;non;0;5
18106;18106;28/04/2010;Marron;9.0;7.0;31391.0;F;doctorat;Data Analyst;75.67;non;0;12
18107;18107;11/11/2011;Vert;20.0;11.0;30624.0;M;bac;Data Scientist;54.24;non;0;13
18108;18108;26/06/2014;Marron;31.0;7.0;27224.0;F;doctorat;Data Scientist;106.93;non;0;11
18109;18109;24/01/2014;Marron;38.0;10.0;41243.0;M;licence;Data Scientist;47.97;non;0;14
18110;18110;17/11/2014;Hazel;45.0;14.0;34831.0;M;master;Data Engineer;72.05;oui;0;1
18111;18111;12/01/2012;Marron;45.0;9.0;33675.0;M;master;Data Scientist;81.43;non;0;14
18112;18112;12/04/2010;Marron;28.0;3.0;46405.0;F;bac;Data Scientist;31.79;non;0;3
18113;18113;09/11/2014;Bleu;20.0;9.0;29652.0;F;bac;Data Scientist;79.85;non;0;8
18114;18114;12/03/2013;Hazel;32.0;9.0;33492.0;M;master;Data Analyst;79.3;oui;1;10
18115;18115;05/07/2014;Marron;25.0;3.0;40913.0;F;doctorat;Data Steward;79.47;oui;0;11
18116;18116;17/01/2010;Marron;29.0;11.0;30840.0;M;doctorat;Data Scientist;86.47;non;0;12
18117;18117;;Bleu;12.0;7.0;38455.0;F;licence;Data Steward;68.53;oui;1;2
18118;18118;25/07/2013;Vert;34.0;7.0;35512.0;M;licence;Data Scientist;82.05;oui;0;6
18119;18119;14/05/2011;Marron;43.0;5.0;39033.0;F;master;Data Analyst;76.54;non;0;4
18120;18120;25/04/2013;Marron;29.0;6.0;27599.0;M;doctorat;Data Scientist;83.23;non;0;6
18121;18121;03/04/2011;Hazel;26.0;15.0;23961.0;F;doctorat;Data Analyst;111.14;non;0;13
18122;18122;09/04/2010;Bleu;41.0;6.0;21144.0;M;master;Data Scientist;79.72;non;0;1
18123;18123;20/08/2011;Hazel;52.0;11.0;42190.0;M;licence;Data Engineer;77.74;oui;0;1
18124;18124;24/12/2010;Bleu;52.0;10.0;23903.0;M;master;Data Scientist;85.89;non;0;9
18125;18125;20/01/2013;Marron;41.0;15.0;38217.0;F;master;Data Analyst;81.1;non;0;1
18126;18126;07/10/2013;Vert;32.0;12.0;34998.0;M;licence;Data Scientist;64.65;non;0;5
18127;18127;27/01/2011;Marron;40.0;10.0;38795.0;F;master;Data Engineer;88.91;oui;0;7
18128;18128;06/01/2011;Marron;32.0;12.0;30701.0;F;master;Data Steward;64.58;oui;0;5
18129;18129;21/03/2013;Bleu;35.0;9.0;34914.0;M;licence;Data Scientist;63.19;non;0;1
18130;18130;10/07/2014;Marron;32.0;15.0;29139.0;F;master;Data Scientist;80.85;non;0;4
18131;18131;03/03/2013;Hazel;35.0;10.0;26286.0;M;doctorat;Data Scientist;64.53;non;1;11
18132;18132;27/04/2010;Hazel;41.0;5.0;36189.0;F;licence;Data Analyst;69.88;non;0;2
18133;18133;02/12/2014;Hazel;43.0;12.0;38805.0;M;doctorat;Data Engineer;89.38;oui;1;9
18134;18134;23/08/2011;Bleu;42.0;9.0;34601.0;F;master;Data Steward;107.62;oui;0;8
18135;18135;10/06/2014;Hazel;11.0;10.0;32221.0;F;master;Data Scientist;93.79;non;0;14
18136;18136;16/08/2010;Marron;35.0;8.0;40641.0;F;master;Data Analyst;85.47;oui;0;10
18137;18137;18/02/2014;Hazel;31.0;8.0;36134.0;M;master;Data Scientist;79.5;non;0;14
18138;18138;21/04/2010;Hazel;51.0;11.0;37977.0;F;licence;Data Steward;43.5;non;0;1
18139;18139;20/04/2012;Marron;26.0;11.0;38337.0;M;doctorat;Data Engineer;72.97;oui;0;4
18140;18140;19/09/2014;Hazel;33.0;10.0;36966.0;F;licence;Data Analyst;68.02;non;0;14
18141;18141;31/10/2011;Marron;22.0;14.0;40441.0;F;master;Data Analyst;77.04;oui;0;12
18142;18142;04/04/2014;Marron;34.0;10.0;36438.0;F;master;Data Scientist;52.85;non;0;15
18143;18143;01/08/2012;Hazel;38.0;6.0;37223.0;M;master;Data Analyst;86.97;oui;0;3
18144;18144;23/01/2011;Hazel;29.0;10.0;25417.0;M;master;Data Scientist;75.06;non;0;13
18145;18145;25/12/2011;Bleu;40.0;9.0;31737.0;M;licence;Data Scientist;;non;0;8
18146;18146;13/11/2014;Hazel;36.0;9.0;40046.0;F;licence;Data Scientist;62.4;non;1;13
18147;18147;23/04/2012;Vert;34.0;7.0;40557.0;F;bac;Data Steward;91.53;non;1;13
18148;18148;01/01/2013;Marron;28.0;6.0;33528.0;F;master;Data Analyst;77.76;non;0;6
18149;18149;14/11/2012;Hazel;25.0;12.0;46986.0;F;licence;Data Steward;75.26;oui;0;4
18150;18150;10/09/2014;Bleu;29.0;12.0;38550.0;M;licence;Data Scientist;70.21;non;0;8
18151;18151;14/04/2012;Bleu;46.0;8.0;32727.0;M;master;Data Engineer;65.53;oui;0;4
18152;18152;20/10/2012;Marron;33.0;9.0;36612.0;F;master;Data Scientist;74.93;non;0;12
18153;18153;17/01/2011;Bleu;24.0;6.0;34860.0;F;licence;Data Engineer;75.94;non;0;12
18154;18154;06/09/2014;Bleu;31.0;4.0;28450.0;F;licence;Data Analyst;78.34;non;0;6
18155;18155;05/05/2010;Marron;28.0;9.0;34472.0;M;doctorat;Data Scientist;92.87;oui;0;8
18156;18156;01/07/2012;Bleu;43.0;4.0;33120.0;M;master;Data Engineer;79.23;oui;0;1
18157;18157;27/07/2013;Marron;42.0;9.0;31954.0;F;doctorat;Data Analyst;89.99;oui;0;1
18158;18158;30/04/2013;Marron;35.0;6.0;31040.0;F;master;Data Engineer;51.73;non;1;7
18159;18159;03/06/2014;Hazel;45.0;12.0;35522.0;F;licence;Data Engineer;68.06;non;1;10
18160;18160;17/11/2013;Hazel;22.0;9.0;29682.0;M;doctorat;Data Engineer;60.34;oui;0;3
18161;18161;21/07/2011;Bleu;29.0;6.0;29456.0;F;licence;Data Scientist;81.29;non;0;2
18162;18162;27/04/2014;Hazel;39.0;12.0;44148.0;M;master;Data Engineer;94.9;oui;0;2
18163;18163;30/09/2010;Hazel;32.0;7.0;41312.0;M;licence;Data Analyst;55.29;oui;0;8
18164;18164;05/11/2010;Vert;51.0;10.0;24742.0;M;licence;Data Scientist;91.39;non;0;1
18165;18165;19/12/2012;Hazel;49.0;12.0;28816.0;M;master;Data Scientist;96.41;non;0;12
18166;18166;04/12/2010;Hazel;32.0;10.0;33822.0;F;doctorat;Data Engineer;80.81;oui;0;6
18167;18167;03/06/2014;Hazel;47.0;6.0;34774.0;M;master;Data Scientist;73.1;oui;1;6
18168;18168;23/08/2011;Hazel;22.0;13.0;36348.0;M;doctorat;Data Analyst;76.61;oui;0;2
18169;18169;30/10/2014;Marron;28.0;10.0;30902.0;F;licence;Data Engineer;63.78;non;1;7
18170;18170;02/09/2013;Marron;24.0;6.0;34182.0;F;licence;Data Scientist;77.68;non;0;8
18171;18171;04/05/2010;Hazel;33.0;9.0;34076.0;M;master;Data Engineer;73.32;oui;0;15
18172;18172;22/09/2011;Marron;36.0;7.0;30233.0;F;master;Data Scientist;52.17;non;0;12
18173;18173;17/11/2012;Vert;39.0;8.0;29633.0;M;licence;Data Scientist;66.96;non;0;4
18174;18174;10/11/2014;Marron;32.0;12.0;30445.0;F;doctorat;Data Engineer;89.61;oui;0;10
18175;18175;02/01/2011;Marron;49.0;7.0;40776.0;F;bac;Data Scientist;49.16;non;0;13
18176;18176;06/12/2014;Marron;35.0;13.0;38686.0;M;master;Data Engineer;55.78;oui;0;1
18177;18177;31/05/2011;Marron;18.0;10.0;23947.0;M;doctorat;Data Scientist;94.32;non;0;8
18178;18178;04/04/2014;Marron;49.0;9.0;36960.0;F;licence;Data Analyst;55.47;non;1;5
18179;18179;09/05/2012;Hazel;43.0;14.0;33037.0;M;licence;Data Scientist;75.0;non;0;15
18180;18180;16/10/2011;Hazel;44.0;6.0;33371.0;M;master;Data Scientist;71.28;oui;1;14
18181;18181;01/12/2011;Hazel;30.0;12.0;25289.0;M;doctorat;Data Scientist;95.13;non;0;6
18182;18182;01/03/2010;Vert;22.0;7.0;40363.0;M;bac;Data Scientist;37.34;non;0;4
18183;18183;29/10/2013;Marron;42.0;14.0;35818.0;F;doctorat;Data Scientist;96.24;oui;0;15
18184;18184;24/11/2014;Marron;45.0;7.0;32028.0;M;doctorat;Data Scientist;91.93;oui;0;10
18185;18185;08/05/2012;Marron;14.0;6.0;42235.0;F;licence;Data Engineer;66.39;non;0;4
18186;18186;01/12/2012;Bleu;26.0;14.0;36065.0;M;;Data Engineer;82.59;non;1;4
18187;18187;15/02/2014;Hazel;30.0;7.0;32923.0;M;licence;Data Scientist;66.84;non;0;1
18188;18188;18/04/2012;Bleu;14.0;10.0;36164.0;F;bac;Data Engineer;83.59;non;1;3
18189;18189;28/10/2010;Bleu;38.0;10.0;33824.0;M;master;Data Scientist;72.91;oui;0;13
18190;18190;22/05/2014;Vert;37.0;14.0;27722.0;M;master;Data Scientist;71.25;non;0;1
18191;18191;01/07/2014;Hazel;29.0;8.0;31826.0;F;licence;Data Scientist;67.6;non;0;10
18192;18192;06/09/2011;Bleu;48.0;10.0;41478.0;M;bac;Data Analyst;57.26;non;0;1
18193;18193;06/08/2012;Marron;55.0;9.0;47317.0;M;licence;Data Scientist;44.8;non;0;1
18194;18194;10/01/2014;Hazel;34.0;5.0;32330.0;M;master;Data Scientist;89.29;non;0;7
18195;18195;20/10/2014;Bleu;45.0;9.0;32642.0;M;master;Data Analyst;85.86;oui;0;11
18196;18196;30/05/2014;Hazel;46.0;8.0;32175.0;F;master;Data Engineer;88.99;oui;0;1
18197;18197;02/05/2013;Vert;27.0;8.0;37795.0;M;bac;Data Scientist;46.9;non;0;11
18198;18198;16/01/2011;Hazel;35.0;11.0;41375.0;M;licence;Data Scientist;59.94;non;0;1
18199;18199;30/04/2012;Hazel;25.0;11.0;43364.0;M;licence;Data Scientist;74.0;non;0;13
18200;18200;07/09/2011;Hazel;25.0;13.0;42462.0;F;bac;Data Steward;69.28;non;1;12
18201;18201;16/06/2013;Marron;42.0;11.0;29295.0;F;master;Data Steward;102.54;oui;0;12
18202;18202;30/05/2011;Marron;24.0;15.0;45756.0;M;bac;Data Scientist;38.05;non;0;13
18203;18203;16/08/2012;Marron;27.0;8.0;31673.0;F;master;Data Analyst;98.62;non;0;12
18204;18204;07/09/2011;Hazel;32.0;3.0;36534.0;M;licence;Data Analyst;75.23;non;1;6
18205;18205;19/12/2012;Marron;38.0;9.0;40845.0;M;master;Data Scientist;45.14;non;0;1
18206;18206;17/10/2010;Marron;7.0;8.0;36460.0;F;master;Data Engineer;81.25;oui;0;14
18207;18207;02/10/2011;Vert;43.0;10.0;35230.0;M;licence;Data Scientist;64.59;non;0;13
18208;18208;12/09/2010;Marron;37.0;11.0;34925.0;F;master;Data Scientist;51.57;non;1;9
18209;18209;04/05/2013;Marron;14.0;10.0;;M;doctorat;Data Scientist;84.9;oui;0;4
18210;18210;12/08/2012;Bleu;35.0;14.0;34675.0;M;licence;Data Scientist;78.32;non;1;8
18211;18211;19/02/2013;Vert;46.0;13.0;23487.0;F;licence;Data Scientist;78.81;non;0;14
18212;18212;08/02/2012;;55.0;12.0;29674.0;M;master;Data Scientist;72.44;non;0;4
18213;18213;27/07/2014;Marron;38.0;11.0;42000.0;F;master;Data Engineer;84.83;oui;0;13
18214;18214;14/08/2012;Bleu;35.0;7.0;43414.0;M;licence;Data Steward;66.95;oui;0;1
18215;18215;21/02/2010;Vert;10.0;8.0;30285.0;M;licence;Data Scientist;65.07;non;0;4
18216;18216;25/05/2014;Bleu;34.0;16.0;34195.0;M;master;Data Engineer;83.47;oui;0;5
18217;18217;30/06/2011;Hazel;33.0;13.0;36070.0;F;master;Data Scientist;82.26;non;0;1
18218;18218;17/03/2010;Hazel;36.0;9.0;35561.0;M;master;Data Scientist;84.18;non;0;8
18219;18219;07/03/2013;Vert;33.0;9.0;35086.0;M;licence;Data Analyst;78.31;oui;1;13
18220;18220;26/06/2012;Bleu;28.0;11.0;31729.0;M;licence;Data Scientist;58.95;non;0;2
18221;18221;30/03/2012;Hazel;31.0;3.0;47832.0;M;bac;Data Scientist;34.94;non;0;1
18222;18222;11/10/2012;Bleu;36.0;9.0;22568.0;F;doctorat;Data Scientist;117.5;oui;0;5
18223;18223;10/03/2014;Vert;32.0;9.0;31143.0;M;bac;Data Scientist;51.01;non;0;2
18224;18224;01/12/2014;Vert;35.0;8.0;;M;bac;Data Scientist;38.68;non;0;2
18225;18225;13/09/2012;Bleu;22.0;10.0;35297.0;F;licence;Data Analyst;89.7;non;0;6
18226;18226;03/06/2012;Bleu;29.0;7.0;33274.0;F;licence;Data Engineer;81.38;non;0;3
18227;18227;30/04/2014;Vert;30.0;12.0;39568.0;M;licence;Data Scientist;87.67;oui;1;7
18228;18228;15/05/2012;Vert;51.0;10.0;33737.0;M;licence;Data Scientist;98.14;non;0;9
18229;18229;10/04/2011;Hazel;36.0;14.0;36481.0;F;bac;Data Scientist;69.34;non;0;13
18230;18230;28/06/2010;Bleu;20.0;15.0;37769.0;M;licence;Data Scientist;76.4;oui;0;14
18231;18231;28/12/2010;Hazel;48.0;11.0;31807.0;M;licence;Data Scientist;62.53;non;0;2
18232;18232;19/09/2012;Vert;38.0;12.0;36327.0;M;licence;Data Analyst;77.26;oui;0;11
18233;18233;11/09/2010;Vert;34.0;9.0;32278.0;M;licence;Data Analyst;64.67;oui;0;15
18234;18234;03/01/2011;Hazel;23.0;9.0;30188.0;F;master;Data Analyst;87.14;non;0;6
18235;18235;26/09/2012;Bleu;24.0;11.0;35938.0;M;master;Data Engineer;45.2;oui;0;2
18236;18236;09/10/2010;Bleu;33.0;7.0;45349.0;M;licence;Data Steward;68.33;oui;0;4
18237;18237;03/04/2014;Hazel;22.0;11.0;31116.0;M;doctorat;Data Scientist;95.24;oui;0;3
18238;18238;13/12/2011;Vert;30.0;5.0;28508.0;M;bac;Data Scientist;88.58;non;0;13
